effective_to_date,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
2011-01-06,95,2,76,0,1
2011-02-03,104,8,74,0,3
2011-01-02,69,11,60,0,1
2011-01-31,70,24,10,0,1
2011-02-09,69,3,92,0,1
2011-01-31,65,6,35,0,7
2011-01-27,105,3,12,0,4
2011-02-11,65,16,33,1,1
2011-02-18,67,33,54,0,2
2011-01-23,61,24,95,0,1
2011-01-18,77,1,60,0,3
2011-02-11,114,26,34,0,7
2011-01-23,68,19,45,0,9
2011-01-29,65,24,47,0,1
2011-02-22,186,7,46,0,1
2011-01-30,72,33,53,0,1
2011-01-31,119,34,74,2,2
2011-02-02,81,26,58,0,1
2011-02-04,78,15,47,0,2
2011-01-26,135,1,98,0,9
2011-01-13,66,1,61,0,9
2011-01-25,118,26,21,0,1
2011-02-26,96,32,34,1,2
2011-01-10,106,27,89,0,1
2011-02-21,112,3,88,1,2
2011-02-01,107,4,79,0,7
2011-01-13,73,2,55,1,1
2011-01-20,64,6,43,0,2
2011-01-18,61,27,90,0,2
2011-02-21,181,7,80,1,1
2011-02-27,123,1,67,3,1
2011-01-27,88,16,28,2,7
2011-01-01,74,3,42,0,3
2011-01-23,68,1,69,0,9
2011-01-23,114,35,24,0,8
2011-02-11,105,8,29,0,5
2011-01-21,118,1,59,0,2
2011-01-25,117,11,35,2,2
2011-02-16,71,32,15,0,2
2011-01-11,116,6,78,0,3
2011-01-03,95,34,82,1,7
2011-02-10,108,28,10,0,1
2011-02-19,68,21,72,5,5
2011-02-04,63,12,86,0,2
2011-01-31,110,25,59,0,7
2011-02-12,63,6,9,0,1
2011-01-15,103,8,99,0,2
2011-01-07,107,2,4,2,1
2011-01-17,97,27,18,0,2
2011-02-25,61,7,36,0,2
2011-02-06,68,17,62,0,5
2011-01-07,65,22,39,0,2
2011-01-31,72,26,98,0,1
2011-02-02,105,3,30,0,1
2011-01-14,86,20,52,3,3
2011-02-07,70,11,40,0,1
2011-02-12,70,28,77,1,3
2011-01-25,116,25,54,0,7
2011-01-15,90,1,69,0,1
2011-02-23,73,8,6,0,1
2011-02-28,82,22,62,0,2
2011-01-08,83,16,75,0,1
2011-02-28,95,14,57,2,1
2011-01-25,85,9,76,0,1
2011-01-31,66,25,3,0,2
2011-02-20,95,12,17,1,6
2011-02-05,101,3,29,0,1
2011-01-18,68,10,36,0,7
2011-01-26,101,7,19,0,4
2011-02-20,101,26,42,0,5
2011-01-22,82,9,21,0,1
2011-02-21,109,13,25,3,1
2011-01-18,71,33,7,0,2
2011-02-02,62,19,89,0,1
2011-01-30,124,21,16,0,1
2011-02-12,106,5,67,0,1
2011-01-26,65,10,56,1,3
2011-02-12,111,13,15,3,2
2011-02-16,65,4,79,0,1
2011-02-15,134,9,43,3,1
2011-02-15,73,29,93,0,1
2011-02-12,101,1,19,0,1
2011-02-26,62,24,63,4,1
2011-01-08,76,2,66,0,2
2011-01-02,140,34,56,0,2
2011-01-02,66,6,55,0,2
2011-02-23,129,14,93,2,1
2011-01-27,63,1,9,0,1
2011-01-22,113,6,35,1,5
2011-01-01,74,21,30,0,2
2011-02-20,62,15,63,0,2
2011-02-12,83,24,16,0,2
2011-02-13,80,4,82,0,3
2011-01-04,93,2,88,0,3
2011-02-15,83,19,25,0,4
2011-01-29,98,23,7,0,1
2011-01-20,65,17,44,0,1
2011-01-14,65,32,88,0,1
2011-01-31,69,7,64,2,1
2011-01-10,137,11,73,0,1
2011-01-26,159,5,97,0,2
2011-01-22,97,6,59,0,1
2011-02-10,121,8,79,0,1
2011-01-26,64,35,94,0,5
2011-01-04,66,20,18,0,1
2011-01-03,74,0,99,1,3
2011-01-18,92,16,56,0,1
2011-02-21,109,30,87,0,4
2011-01-14,98,31,61,0,1
2011-02-11,122,2,69,0,6
2011-01-18,98,25,87,0,7
2011-01-06,103,4,86,0,1
2011-02-26,74,10,89,1,8
2011-02-22,116,2,97,0,1
2011-02-26,65,14,30,0,1
2011-02-28,105,3,92,0,1
2011-02-16,105,16,70,1,4
2011-01-31,125,6,61,0,2
2011-02-18,119,12,16,0,2
2011-01-05,94,17,56,0,1
2011-02-15,69,21,1,0,8
2011-02-26,73,22,13,0,4
2011-01-20,74,12,88,0,7
2011-02-10,108,28,10,0,1
2011-02-01,66,11,74,0,2
2011-01-19,72,16,31,0,9
2011-01-24,104,31,6,0,8
2011-02-19,73,17,69,0,3
2011-01-23,61,7,1,0,4
2011-02-26,81,1,49,0,1
2011-01-04,74,17,36,0,8
2011-02-10,63,8,87,0,1
2011-02-06,98,7,57,0,2
2011-01-28,99,15,84,0,2
2011-01-29,63,24,80,0,1
2011-02-12,85,4,45,0,1
2011-02-08,69,4,23,0,7
2011-01-16,87,35,48,0,1
2011-01-09,87,10,74,0,3
2011-01-10,94,29,89,1,1
2011-01-26,82,10,69,0,1
2011-02-07,65,1,0,0,1
2011-01-30,73,35,52,3,5
2011-01-27,63,10,6,4,3
2011-02-23,68,6,47,0,1
2011-01-09,67,29,49,1,1
2011-01-04,73,14,66,0,1
2011-02-13,128,18,5,1,2
2011-02-22,97,12,24,0,2
2011-01-02,182,4,34,0,5
2011-01-03,63,23,38,0,3
2011-01-13,71,1,66,1,1
2011-01-11,64,2,24,5,2
2011-01-01,121,7,34,0,2
2011-01-21,133,24,46,0,2
2011-01-17,64,14,92,0,7
2011-01-28,69,34,15,0,2
2011-01-22,198,33,55,1,3
2011-02-15,119,14,37,4,3
2011-02-20,66,34,74,0,3
2011-02-26,76,9,31,1,1
2011-02-18,139,17,24,4,5
2011-02-25,186,5,10,3,1
2011-01-20,77,14,48,0,1
2011-02-28,61,21,13,0,3
2011-01-17,132,26,27,0,1
2011-02-15,67,2,25,0,5
2011-02-14,64,17,7,1,2
2011-02-05,66,7,56,0,1
2011-01-05,78,22,3,0,2
2011-01-08,126,12,4,0,2
2011-02-03,115,34,40,0,1
2011-02-18,79,30,25,0,1
2011-02-03,72,20,49,0,4
2011-01-11,65,18,48,0,2
2011-02-28,239,12,11,0,1
2011-01-10,81,14,42,0,4
2011-01-05,110,27,84,3,7
2011-01-24,119,9,8,0,3
2011-01-08,66,13,98,0,1
2011-02-28,61,0,76,0,4
2011-01-30,90,32,70,0,2
2011-02-17,73,30,11,0,8
2011-01-09,116,20,39,0,1
2011-01-30,106,16,39,0,9
2011-02-07,66,5,74,0,2
2011-02-16,71,14,62,0,2
2011-02-15,82,14,99,1,2
2011-02-14,101,20,44,0,5
2011-01-21,61,18,93,0,2
2011-02-14,185,34,20,3,1
2011-02-17,105,27,42,0,4
2011-02-18,71,22,69,0,1
2011-01-23,129,2,72,0,1
2011-01-23,87,14,34,2,2
2011-01-03,66,13,43,0,2
2011-02-08,68,19,53,0,3
2011-02-22,73,5,98,1,3
2011-01-16,64,17,68,0,2
2011-02-27,86,25,44,0,1
2011-02-03,64,5,80,0,6
2011-02-12,118,31,83,0,1
2011-01-11,71,7,87,0,1
2011-02-02,126,2,96,2,1
2011-02-01,119,0,71,0,1
2011-02-27,114,5,83,0,2
2011-01-03,65,21,21,0,2
2011-02-22,65,0,29,0,1
2011-02-13,115,33,0,0,3
2011-02-17,61,11,39,0,2
2011-02-01,107,13,17,0,5
2011-01-11,68,32,72,0,2
2011-02-10,69,15,9,0,2
2011-02-09,69,3,92,0,1
2011-01-17,74,26,3,0,1
2011-02-23,132,0,20,0,1
2011-02-18,137,24,28,0,1
2011-02-08,62,26,34,0,2
2011-01-09,74,15,6,1,3
2011-01-16,83,12,97,0,2
2011-01-22,110,13,52,0,2
2011-02-07,109,23,45,0,4
2011-01-21,61,0,78,0,5
2011-01-10,66,15,99,0,3
2011-02-13,84,33,70,0,7
2011-02-09,66,21,88,0,3
2011-01-10,86,21,88,0,3
2011-02-03,105,18,48,0,9
2011-02-02,67,33,21,2,1
2011-01-09,136,15,67,0,5
2011-02-01,72,7,92,0,1
2011-01-20,66,11,85,0,3
2011-02-14,117,10,41,0,2
2011-02-05,78,3,78,0,2
2011-01-17,114,33,12,0,1
2011-01-24,91,10,30,2,1
2011-02-28,80,6,74,0,9
2011-01-31,102,20,46,0,3
2011-02-24,104,6,33,0,3
2011-02-25,67,16,92,0,1
2011-02-17,71,13,24,0,1
2011-02-18,92,22,92,0,6
2011-01-22,102,17,7,0,2
2011-01-29,83,15,80,1,6
2011-01-11,106,18,95,0,2
2011-01-08,82,15,84,0,8
2011-01-28,63,29,51,0,9
2011-01-31,71,30,70,0,5
2011-01-03,93,4,41,0,7
2011-02-20,92,8,25,0,3
2011-01-05,271,20,40,0,1
2011-01-14,69,1,2,3,5
2011-02-18,131,7,36,0,1
2011-02-20,107,9,45,0,3
2011-01-20,93,2,63,0,3
2011-01-12,64,3,80,0,2
2011-02-01,76,14,63,1,2
2011-01-16,68,10,81,0,1
2011-01-03,112,25,58,0,3
2011-01-27,61,32,7,0,3
2011-02-19,87,4,4,3,1
2011-01-20,113,1,60,0,5
2011-02-11,64,34,64,0,6
2011-01-16,62,29,72,0,1
2011-01-02,72,29,86,0,4
2011-01-17,79,20,92,0,2
2011-01-29,127,28,23,0,4
2011-01-26,67,19,54,0,6
2011-02-14,64,2,68,0,1
2011-02-28,249,1,62,0,2
2011-01-25,88,3,70,0,1
2011-02-06,72,12,61,0,6
2011-02-10,117,10,37,0,1
2011-02-27,77,19,17,0,1
2011-01-12,67,9,67,0,2
2011-01-21,99,34,52,0,3
2011-01-05,64,12,25,0,1
2011-02-07,109,23,45,0,4
2011-01-31,95,2,17,0,2
2011-02-06,112,11,9,0,2
2011-01-01,62,17,41,0,2
2011-01-01,67,27,71,0,6
2011-02-25,113,5,27,0,3
2011-01-22,110,1,53,1,2
2011-02-25,78,24,11,0,1
2011-02-15,65,22,67,0,1
2011-02-08,83,22,0,3,5
2011-01-13,84,18,25,1,4
2011-01-08,90,0,93,0,7
2011-01-04,68,2,21,0,8
2011-01-25,93,20,65,0,2
2011-01-18,66,3,86,0,1
2011-01-21,68,14,46,0,2
2011-01-27,78,7,5,0,6
2011-01-06,194,26,10,0,5
2011-02-07,86,34,37,0,2
2011-02-03,61,34,11,2,3
2011-02-10,121,9,50,0,3
2011-01-02,99,2,30,0,2
2011-02-02,74,24,63,0,2
2011-01-13,74,16,14,0,7
2011-02-21,67,17,1,3,4
2011-02-25,73,18,61,0,1
2011-02-18,61,28,13,0,1
2011-01-19,197,12,97,0,8
2011-01-23,98,5,32,0,7
2011-02-09,86,26,3,0,2
2011-02-03,65,9,81,0,8
2011-01-03,65,5,85,2,2
2011-02-04,68,3,71,0,2
2011-02-23,119,11,9,0,2
2011-02-11,65,4,3,1,1
2011-01-20,78,10,63,0,1
2011-02-20,64,17,17,1,1
2011-02-13,77,5,2,0,7
2011-01-02,65,26,33,0,4
2011-01-02,116,15,19,0,3
2011-01-31,66,31,69,4,6
2011-01-30,66,17,92,1,1
2011-02-15,69,12,89,0,1
2011-01-30,137,15,52,0,2
2011-01-15,113,10,15,0,2
2011-01-07,66,22,4,1,1
2011-01-05,94,23,56,0,2
2011-01-11,97,10,3,0,2
2011-01-11,71,33,25,0,8
2011-02-14,73,12,42,0,2
2011-02-03,65,34,35,0,4
2011-01-22,72,22,12,1,1
2011-02-26,73,4,31,0,2
2011-01-30,78,7,63,0,2
2011-02-07,85,19,23,0,3
2011-02-02,130,14,59,0,1
2011-01-31,62,3,73,1,1
2011-02-06,72,12,61,0,6
2011-01-22,74,34,80,0,2
2011-01-05,70,32,14,0,1
2011-02-10,63,10,19,0,2
2011-02-19,189,4,29,0,5
2011-01-20,83,17,28,0,4
2011-02-16,129,11,36,0,1
2011-01-20,70,15,58,0,1
2011-01-09,69,25,32,0,9
2011-01-05,139,31,62,0,2
2011-02-15,115,8,60,1,3
2011-01-26,65,10,56,1,3
2011-01-09,67,9,70,0,1
2011-02-03,61,34,11,2,3
2011-02-25,125,26,80,0,1
2011-01-24,86,15,94,0,9
2011-01-12,94,15,26,3,2
2011-02-17,139,5,34,0,5
2011-02-09,117,13,11,0,8
2011-01-12,135,11,59,0,2
2011-01-07,67,5,53,0,1
2011-01-10,118,14,78,0,2
2011-01-24,135,32,33,0,1
2011-02-23,122,15,47,0,9
2011-02-21,77,14,68,2,1
2011-01-19,73,24,6,0,5
2011-01-23,65,10,54,0,1
2011-01-11,61,22,59,0,2
2011-02-24,110,7,35,0,9
2011-02-03,61,20,31,0,2
2011-02-04,184,6,10,0,3
2011-01-06,63,30,99,0,3
2011-02-19,76,15,60,1,4
2011-01-13,182,8,35,3,1
2011-02-22,86,4,3,0,1
2011-01-19,68,5,41,0,4
2011-02-23,65,1,84,0,2
2011-01-27,67,0,40,0,2
2011-01-02,64,26,99,0,2
2011-01-22,73,31,79,0,1
2011-01-27,72,26,65,0,5
2011-02-17,91,22,23,1,1
2011-01-07,85,4,18,0,2
2011-01-26,144,35,36,0,2
2011-02-22,77,10,73,1,1
2011-01-10,106,6,52,0,3
2011-02-12,64,27,62,0,2
2011-01-28,93,10,50,0,2
2011-02-10,128,4,86,0,3
2011-01-14,72,24,59,0,3
2011-02-22,67,5,62,0,6
2011-02-23,127,20,31,0,2
2011-02-02,69,22,98,3,8
2011-02-16,61,5,51,0,7
2011-02-02,71,31,16,0,9
2011-01-08,68,18,12,0,1
2011-02-27,111,4,8,0,2
2011-02-24,115,19,39,0,2
2011-01-01,110,17,69,0,1
2011-02-10,138,0,20,0,1
2011-01-18,73,31,68,0,2
2011-01-13,85,7,75,3,3
2011-02-16,62,16,90,0,3
2011-01-15,73,16,26,0,1
2011-02-02,61,18,74,0,3
2011-01-29,63,7,63,1,1
2011-02-07,66,12,12,0,5
2011-02-07,63,12,13,0,1
2011-01-26,76,0,60,0,8
2011-01-31,93,28,46,3,1
2011-02-04,73,6,66,0,3
2011-02-21,109,12,66,0,2
2011-01-11,62,1,99,0,5
2011-02-16,92,4,83,2,3
2011-02-07,76,16,56,0,3
2011-02-19,112,6,37,3,7
2011-02-09,74,16,8,0,4
2011-01-03,68,24,31,0,2
2011-01-01,183,7,37,0,1
2011-01-31,117,6,12,0,2
2011-02-18,61,11,98,0,1
2011-02-13,67,23,88,0,1
2011-02-14,123,13,23,0,1
2011-01-27,64,10,72,0,2
2011-01-29,62,30,77,0,1
2011-01-24,187,3,4,0,1
2011-01-04,104,2,85,0,2
2011-02-05,68,18,5,0,8
2011-02-05,61,7,3,0,8
2011-02-23,112,8,28,0,1
2011-01-05,271,20,40,0,1
2011-02-28,73,9,94,0,2
2011-02-01,89,2,17,0,2
2011-02-04,98,33,78,0,3
2011-02-08,108,10,19,0,4
2011-01-12,85,23,88,0,2
2011-02-01,67,28,42,0,1
2011-02-21,113,16,97,4,1
2011-01-16,70,6,81,0,3
2011-02-06,64,18,30,0,1
2011-01-23,103,6,20,0,1
2011-02-24,134,29,43,0,6
2011-01-10,65,15,26,0,3
2011-02-25,103,8,50,0,1
2011-02-27,87,33,51,0,7
2011-02-19,84,4,29,0,1
2011-01-13,84,18,25,1,4
2011-02-07,79,2,47,0,1
2011-02-16,68,10,28,0,1
2011-01-10,123,33,35,0,1
2011-01-16,110,7,40,0,5
2011-01-07,87,27,22,0,1
2011-02-06,82,11,35,0,1
2011-01-15,70,19,67,1,1
2011-02-12,99,3,28,0,1
2011-02-14,101,3,78,0,6
2011-01-27,106,25,54,1,3
2011-02-07,61,15,10,0,3
2011-01-20,78,10,63,0,1
2011-01-07,77,15,31,0,1
2011-02-21,63,24,24,0,2
2011-02-24,95,28,66,0,1
2011-02-22,128,5,35,2,9
2011-01-05,127,22,53,0,1
2011-01-29,118,23,54,0,1
2011-01-13,102,6,81,0,2
2011-01-18,67,9,37,0,1
2011-01-12,102,7,2,0,4
2011-01-25,124,32,75,0,1
2011-01-17,73,25,56,0,2
2011-01-05,70,0,45,0,2
2011-02-14,141,7,32,0,1
2011-01-14,79,18,73,3,3
2011-01-03,114,34,43,0,1
2011-01-23,107,19,33,0,8
2011-01-17,82,34,38,0,1
2011-02-03,113,4,13,0,2
2011-01-11,102,1,99,0,1
2011-01-27,89,6,55,0,2
2011-01-17,73,26,50,0,4
2011-01-19,208,31,63,0,6
2011-02-08,89,8,72,0,2
2011-01-27,95,26,37,0,1
2011-01-10,95,3,29,0,9
2011-02-03,73,3,93,0,1
2011-02-09,87,15,7,1,4
2011-02-27,86,9,6,0,1
2011-01-01,71,17,15,0,2
2011-01-07,73,26,1,0,2
2011-01-16,69,6,52,0,2
2011-01-21,72,2,40,0,3
2011-01-09,114,3,42,0,2
2011-01-14,64,8,12,0,1
2011-01-10,85,2,35,0,1
2011-01-01,67,29,88,0,2
2011-01-24,76,17,34,1,2
2011-02-04,70,18,46,0,2
2011-02-12,186,0,91,0,1
2011-01-20,62,0,59,0,2
2011-02-12,104,16,11,0,1
2011-01-18,102,2,13,0,4
2011-01-25,67,19,50,0,2
2011-02-20,118,9,26,0,1
2011-01-15,127,19,12,0,3
2011-01-27,183,14,70,0,2
2011-01-27,63,4,52,0,2
2011-01-23,66,26,16,0,6
2011-01-31,72,9,71,0,3
2011-02-21,63,31,83,1,1
2011-01-01,63,10,43,0,2
2011-02-12,68,12,95,3,6
2011-02-12,61,3,31,0,1
2011-01-15,131,12,76,0,1
2011-01-15,65,10,44,0,1
2011-01-19,71,0,44,0,1
2011-01-08,72,24,76,4,1
2011-01-27,104,4,22,0,1
2011-01-22,74,32,62,0,3
2011-01-23,116,23,0,0,1
2011-01-02,192,28,52,0,3
2011-01-31,131,34,61,0,9
2011-01-20,62,26,81,0,1
2011-02-06,199,4,29,3,1
2011-01-05,114,19,48,0,2
2011-01-06,76,1,91,0,2
2011-02-15,74,31,17,0,1
2011-02-06,134,15,3,0,1
2011-01-30,69,2,83,0,2
2011-01-17,107,28,23,1,1
2011-02-18,86,16,43,0,2
2011-01-11,71,33,35,0,1
2011-01-05,79,10,23,0,3
2011-02-04,76,24,22,1,1
2011-02-13,70,32,78,0,2
2011-01-01,80,2,29,0,2
2011-02-07,112,19,42,0,6
2011-01-29,63,23,26,0,3
2011-01-31,66,31,69,4,6
2011-01-25,63,30,18,0,2
2011-01-24,283,16,43,0,1
2011-01-25,113,7,2,0,1
2011-02-21,132,7,77,0,3
2011-01-13,96,29,93,0,2
2011-01-15,135,12,84,4,2
2011-01-02,65,1,36,1,3
2011-02-20,188,5,61,4,1
2011-02-26,73,22,13,0,4
2011-01-14,210,7,24,2,1
2011-01-28,70,1,88,0,2
2011-02-05,70,29,82,0,7
2011-01-01,96,11,41,0,5
2011-02-23,106,31,15,0,5
2011-01-13,106,29,99,0,2
2011-02-20,64,31,77,0,1
2011-02-25,87,24,23,0,7
2011-01-04,117,26,49,3,1
2011-02-19,68,8,70,0,2
2011-02-11,72,10,82,1,3
2011-01-26,79,13,63,0,8
2011-02-13,112,15,62,0,1
2011-01-19,71,13,50,0,1
2011-02-05,92,9,12,1,4
2011-01-03,136,0,94,0,2
2011-01-31,106,14,21,0,2
2011-01-06,117,9,12,0,2
2011-01-30,106,29,45,0,9
2011-01-23,78,3,30,0,2
2011-01-06,113,20,17,1,5
2011-02-15,64,25,89,0,4
2011-01-24,128,0,88,0,3
2011-01-28,103,14,79,0,1
2011-01-29,62,24,15,0,2
2011-01-01,97,4,51,0,1
2011-02-27,103,6,28,0,2
2011-01-21,99,9,21,0,2
2011-02-16,103,18,72,0,6
2011-01-06,62,34,39,0,6
2011-02-14,110,27,48,1,2
2011-01-17,89,28,31,0,1
2011-01-14,107,2,74,0,3
2011-01-28,63,29,51,0,9
2011-02-17,139,16,33,0,2
2011-02-15,86,3,59,0,1
2011-01-08,71,24,32,0,1
2011-02-16,74,31,79,0,4
2011-01-13,69,1,78,0,9
2011-01-31,93,22,20,0,1
2011-02-20,112,0,25,0,1
2011-01-27,139,16,50,0,1
2011-02-25,66,6,27,0,1
2011-02-14,137,2,58,1,8
2011-01-19,94,31,18,0,2
2011-01-22,70,9,80,0,9
2011-01-27,70,3,76,0,1
2011-01-25,64,28,35,0,3
2011-01-28,111,2,29,0,3
2011-02-26,107,12,73,0,1
2011-02-17,66,6,4,0,7
2011-01-24,99,1,63,0,4
2011-02-24,134,32,27,0,1
2011-01-15,195,10,10,0,1
2011-02-13,95,6,43,0,2
2011-01-30,125,10,26,0,1
2011-01-01,66,7,43,1,5
2011-01-14,73,33,44,0,3
2011-02-16,86,21,76,0,6
2011-01-11,107,3,65,0,3
2011-01-19,253,15,40,5,7
2011-02-25,119,20,66,1,1
2011-01-16,70,6,86,0,2
2011-02-23,91,15,80,0,4
2011-02-21,68,24,2,0,2
2011-02-07,83,28,68,3,3
2011-01-24,101,24,8,0,2
2011-02-26,63,16,41,2,3
2011-02-25,95,1,77,0,7
2011-01-16,61,11,30,1,1
2011-02-11,121,21,37,0,1
2011-01-27,97,26,25,0,3
2011-01-06,77,4,40,1,9
2011-02-02,94,3,43,1,1
2011-02-11,83,3,85,1,1
2011-01-10,67,23,39,1,2
2011-01-10,65,15,26,0,3
2011-02-05,119,3,24,0,2
2011-01-15,128,1,79,0,4
2011-01-29,66,14,16,0,2
2011-01-14,69,33,49,1,2
2011-02-03,70,9,19,0,3
2011-02-14,85,29,37,0,3
2011-01-02,112,12,93,0,3
2011-01-01,109,18,2,0,2
2011-02-08,67,10,32,1,1
2011-02-16,116,19,45,0,2
2011-01-15,105,2,38,2,7
2011-01-10,62,34,71,0,1
2011-02-22,107,27,27,0,9
2011-01-16,129,15,41,4,1
2011-02-12,65,19,33,0,3
2011-01-15,79,29,84,0,1
2011-01-17,63,28,85,2,8
2011-02-15,69,5,78,0,2
2011-01-18,88,3,8,0,1
2011-01-17,67,13,18,0,7
2011-01-20,62,26,81,0,1
2011-02-28,67,28,91,0,8
2011-02-10,266,25,30,0,2
2011-02-15,96,1,44,0,3
2011-01-24,68,24,42,0,2
2011-01-19,72,5,41,1,1
2011-01-23,61,1,5,0,2
2011-01-04,183,5,81,0,1
2011-01-12,73,1,10,0,5
2011-02-15,86,4,83,0,2
2011-02-20,74,16,1,0,1
2011-01-04,61,8,68,0,1
2011-02-06,73,22,93,0,2
2011-02-12,113,4,74,0,1
2011-02-13,63,20,5,0,1
2011-01-07,119,10,62,0,2
2011-01-05,271,20,40,0,1
2011-02-26,119,3,11,1,8
2011-02-10,194,31,11,0,4
2011-02-11,68,4,71,0,2
2011-01-10,71,32,40,0,2
2011-01-31,99,24,32,0,2
2011-02-27,72,8,14,2,8
2011-01-19,100,4,22,1,2
2011-02-28,61,7,77,0,6
2011-02-02,87,2,3,2,3
2011-02-13,136,14,91,1,2
2011-02-25,88,19,89,3,2
2011-01-17,85,6,75,0,2
2011-02-15,72,26,12,3,2
2011-02-03,68,1,67,0,2
2011-01-14,80,27,88,0,3
2011-02-23,98,23,13,0,1
2011-02-09,68,1,63,0,2
2011-01-04,67,16,85,0,1
2011-01-13,72,30,23,0,3
2011-02-14,62,21,79,0,2
2011-02-14,70,21,70,0,1
2011-01-26,116,8,23,0,8
2011-01-09,69,12,56,0,1
2011-01-27,71,16,38,0,2
2011-02-05,68,33,6,0,2
2011-01-12,82,15,82,0,1
2011-01-19,64,22,19,0,2
2011-01-20,72,14,20,2,8
2011-01-22,62,27,14,0,3
2011-02-01,61,19,78,0,3
2011-02-18,112,30,91,1,3
2011-02-06,94,2,99,0,9
2011-02-01,68,5,7,1,1
2011-01-25,86,1,59,0,1
2011-02-22,137,22,68,3,6
2011-01-07,102,28,11,0,1
2011-02-25,96,29,22,4,2
2011-02-14,83,25,76,0,1
2011-02-26,73,22,13,0,4
2011-02-17,107,29,29,0,9
2011-01-08,74,26,84,0,2
2011-01-28,114,6,27,0,3
2011-01-26,102,10,77,0,2
2011-02-22,105,31,85,0,5
2011-01-26,71,14,34,0,2
2011-02-20,239,19,59,0,7
2011-01-13,69,1,78,0,9
2011-01-07,70,7,85,0,2
2011-02-01,116,23,21,0,2
2011-02-24,65,24,0,0,9
2011-01-17,73,25,56,0,2
2011-01-30,96,29,70,0,4
2011-01-31,66,10,72,0,1
2011-01-14,68,30,80,0,2
2011-02-22,167,30,40,0,5
2011-01-01,79,21,53,1,7
2011-01-09,89,13,16,0,1
2011-02-21,86,23,10,0,1
2011-01-30,95,14,81,5,1
2011-02-14,107,0,73,0,2
2011-02-25,71,22,10,1,1
2011-02-16,72,2,34,0,1
2011-02-12,73,12,42,0,7
2011-02-10,128,5,7,0,1
2011-01-02,135,4,46,0,1
2011-02-27,61,30,84,0,1
2011-02-23,68,18,81,0,3
2011-02-25,74,5,84,0,2
2011-02-19,62,25,8,0,1
2011-02-10,65,33,1,0,3
2011-02-17,70,6,33,0,6
2011-02-07,92,9,24,0,3
2011-01-23,72,28,64,0,1
2011-01-03,74,5,75,4,1
2011-02-01,69,14,10,1,1
2011-01-23,98,2,88,0,1
2011-02-04,70,2,96,0,3
2011-01-18,104,6,1,1,1
2011-02-22,99,22,9,0,3
2011-01-18,86,24,95,0,1
2011-02-15,102,11,29,0,4
2011-01-14,131,10,65,0,1
2011-01-01,112,27,18,2,1
2011-01-02,72,32,67,0,1
2011-02-18,92,5,82,0,8
2011-01-28,114,10,50,0,1
2011-01-26,71,13,3,0,2
2011-01-21,66,15,66,0,8
2011-02-25,68,0,73,0,1
2011-02-12,70,7,36,0,8
2011-02-09,84,8,30,0,7
2011-02-23,90,32,42,0,1
2011-02-07,64,7,53,0,1
2011-02-26,73,22,13,0,4
2011-01-27,63,1,9,0,1
2011-01-08,76,9,6,0,1
2011-01-03,66,13,43,0,2
2011-01-24,85,27,95,0,6
2011-02-16,101,18,39,0,2
2011-02-16,104,2,10,0,7
2011-01-03,66,9,18,0,7
2011-01-28,77,2,78,0,1
2011-01-05,119,14,25,0,1
2011-02-01,62,12,7,0,1
2011-02-10,92,14,51,0,2
2011-02-07,66,4,7,0,1
2011-01-22,70,26,34,0,2
2011-01-15,105,5,80,0,2
2011-01-11,61,2,76,0,2
2011-01-18,74,3,59,0,1
2011-02-16,83,5,20,1,2
2011-02-12,118,31,83,0,1
2011-02-14,83,13,62,0,9
2011-01-24,74,3,90,4,2
2011-02-09,119,3,60,0,9
2011-02-12,132,13,67,0,9
2011-02-14,101,11,34,0,3
2011-02-14,67,19,70,0,1
2011-01-01,88,34,3,0,2
2011-01-28,65,9,81,0,3
2011-02-06,89,17,84,0,1
2011-01-14,74,17,48,0,6
2011-01-21,118,1,59,0,2
2011-01-22,70,1,30,0,2
2011-01-11,107,2,93,0,4
2011-01-14,81,10,39,0,7
2011-01-11,65,12,46,0,2
2011-01-20,107,16,90,0,2
2011-02-07,74,26,42,0,9
2011-02-08,95,18,39,0,2
2011-01-23,88,16,95,0,1
2011-01-04,254,23,55,0,1
2011-01-02,130,18,26,0,4
2011-01-27,101,7,35,0,3
2011-02-26,71,33,50,0,2
2011-01-10,74,12,72,1,2
2011-01-21,68,11,84,0,5
2011-01-26,128,15,37,0,2
2011-02-19,68,13,99,0,3
2011-01-24,119,9,8,0,3
2011-01-24,64,17,84,0,9
2011-02-13,73,32,1,2,1
2011-02-13,78,6,32,2,1
2011-01-03,179,14,25,5,3
2011-01-06,65,2,85,0,5
2011-02-07,146,5,84,0,3
2011-02-20,71,11,7,0,1
2011-02-20,69,13,15,0,1
2011-02-23,110,17,59,0,1
2011-02-16,97,21,44,0,3
2011-02-24,106,11,54,0,2
2011-01-14,67,3,81,3,8
2011-02-23,88,1,66,0,1
2011-02-26,74,23,0,0,8
2011-01-15,113,26,88,1,2
2011-02-09,61,14,35,1,1
2011-01-10,119,29,38,0,1
2011-01-29,110,6,62,0,1
2011-02-06,137,30,35,0,3
2011-01-22,80,8,44,0,3
2011-02-04,117,17,41,1,9
2011-01-31,66,31,69,4,6
2011-02-26,94,4,10,2,2
2011-02-17,62,3,76,0,1
2011-01-06,122,13,17,0,2
